station_num,Date,Max_humidity,Min_humidity,Max_Temperature,Min_Temperature
91107,2015/01/01,95,32,22.6,7.9
91107,2015/01/02,99,68,20.7,5.7
91107,2015/01/03,99,57,25.4,16.1
91107,2015/01/04,96,26,24.6,11.4
91107,2015/01/05,99,53,19.6,8.8
91107,2015/01/06,99,63,20.6,9.4
91107,2015/01/07,100,65,22.6,14.8
91107,2015/01/08,100,82,20.8,14.6
91107,2015/01/09,99,56,20.3,9.4
91107,2015/01/10,99,64,19.9,13.6
91107,2015/01/11,100,66,20.7,11.2
91107,2015/01/12,99,64,20.5,12.9
91107,2015/01/13,100,73,19.3,17
91107,2015/01/14,100,55,25.2,16.6
91107,2015/01/15,90,51,21.5,11.7
91107,2015/01/16,99,60,19.4,10.1
91107,2015/01/17,91,47,18.7,9.2
91107,2015/01/18,79,40,18.4,10.2
91107,2015/01/19,99,45,16.5,4.7
91107,2015/01/20,90,67,19.3,14
91107,2015/01/21,100,68,23.1,17
91107,2015/01/22,100,79,21.4,16.5
91107,2015/01/23,100,43,24.2,10.5
91107,2015/01/24,99,52,20.4,5.2
91107,2015/01/25,99,51,16.9,8.6
91107,2015/01/26,99,37,19.3,4.5
91107,2015/01/27,77,39,20.2,9.1
91107,2015/01/28,99,37,20.5,6.7
91107,2015/01/29,82,42,20.4,8.3
91107,2015/01/30,93,38,22.7,7.1
91107,2015/01/31,95,47,24.2,9.8
91107,2015/02/01,93,58,20.3,13
91107,2015/02/02,84,40,23.1,13.9
91107,2015/02/03,90,39,24.2,12.9
91107,2015/02/04,78,41,18.5,9.4
91107,2015/02/05,95,43,22.7,6.3
91107,2015/02/06,99,49,21.6,8.8
91107,2015/02/07,99,73,21.6,13.2
91107,2015/02/08,100,29,25.6,11.7
91107,2015/02/09,99,52,19.7,12.5
91107,2015/02/10,91,64,20.2,12.9
91107,2015/02/11,95,52,24.4,15.4
91107,2015/02/12,84,52,20,9.5
91107,2015/02/13,81,55,18.9,13.6
91107,2015/02/14,99,67,21.8,15.2
91107,2015/02/15,100,77,21.4,18.8
91107,2015/02/16,100,49,24,15.7
91107,2015/02/17,96,72,21,10.9
91107,2015/02/18,100,87,16.2,13.7
91107,2015/02/19,100,73,21.5,19.5
91107,2015/02/20,100,35,28.1,18.1
91107,2015/02/21,100,68,22.9,18.3
91107,2015/02/22,99,78,23.7,20.2
91107,2015/02/23,100,42,23.5,13.5
91107,2015/02/24,70,40,21,12.6
91107,2015/02/25,89,54,20.4,13.4
91107,2015/02/26,99,47,25.1,13.2
91107,2015/02/27,99,44,21.6,7.8
91107,2015/02/28,100,70,18.8,8.4
91107,2015/03/01,95,47,19.5,10
91107,2015/03/02,95,55,18.3,5.2
91107,2015/03/03,99,40,21.1,6.1
91107,2015/03/04,99,56,20.5,12.5
91107,2015/03/05,93,35,16.9,7.5
91107,2015/03/06,85,40,19.5,9.6
91107,2015/03/07,99,65,20.2,9.7
91107,2015/03/08,99,68,20.6,12.4
91107,2015/03/09,100,55,20.3,9.4
91107,2015/03/10,99,49,19,5.5
91107,2015/03/11,99,53,19.7,6.7
91107,2015/03/12,100,49,18.6,7.4
91107,2015/03/13,99,45,17.1,2.2
91107,2015/03/14,99,63,19.6,5.7
91107,2015/03/15,93,45,15.8,5.3
91107,2015/03/16,99,57,17.5,4.8
91107,2015/03/17,100,69,18,14.7
91107,2015/03/18,100,69,20.1,13.5
91107,2015/03/19,100,83,18.2,9.7
91107,2015/03/20,100,43,17.2,5.9
91107,2015/03/21,99,49,16.3,3.5
91107,2015/03/22,99,74,19.9,9.1
91107,2015/03/23,100,73,19.4,12.1
91107,2015/03/24,95,47,18.4,5.5
91107,2015/03/25,96,55,16.8,6.2
91107,2015/03/26,99,73,15.2,7.5
91107,2015/03/27,99,57,18.6,7.1
91107,2015/03/28,97,58,18.1,9.1
91107,2015/03/29,95,69,18.6,11.3
91107,2015/03/30,100,62,19.4,9.3
91107,2015/03/31,99,67,18.7,8.3
91107,2015/04/01,100,83,18.9,7.9
91107,2015/04/02,99,42,16.9,9.1
91107,2015/04/03,95,46,15.3,3.5
91107,2015/04/04,99,72,16.2,4.4
91107,2015/04/05,100,56,20,9.6
91107,2015/04/06,98,55,18.5,7.9
91107,2015/04/07,99,50,18.3,7.3
91107,2015/04/08,98,46,18.9,4.2
91107,2015/04/09,99,61,16.8,4.3
91107,2015/04/10,99,68,17.1,7.9
91107,2015/04/11,99,59,15.6,9.1
91107,2015/04/12,91,39,17.3,6.2
91107,2015/04/13,99,53,15.3,1.5
91107,2015/04/14,99,77,16.3,7.4
91107,2015/04/15,99,84,19.6,14
91107,2015/04/16,99,53,16.7,10.2
91107,2015/04/17,99,60,17,6.2
91107,2015/04/18,99,68,16.8,6.7
91107,2015/04/19,99,39,13.9,1.4
91107,2015/04/20,99,40,16.4,0.3
91107,2015/04/21,99,54,15.8,2.3
91107,2015/04/22,99,58,18.4,4.4
91107,2015/04/23,100,67,17.2,5.3
91107,2015/04/24,100,93,14.3,11.1
91107,2015/04/25,100,62,17.6,9.7
91107,2015/04/26,98,56,15.1,5.7
91107,2015/04/27,100,54,16.2,0.9
91107,2015/04/28,96,53,16,4.4
91107,2015/04/29,99,54,17.1,2.5
91107,2015/04/30,99,67,16.6,3.4
91107,2015/05/01,100,76,17.4,6.4
91107,2015/05/02,100,83,17.2,12.2
91107,2015/05/03,100,78,15.6,4.9
91107,2015/05/04,100,75,16.8,5.2
91107,2015/05/05,100,68,15.9,10.2
91107,2015/05/06,99,73,13.2,6.2
91107,2015/05/07,94,77,10.4,6.1
91107,2015/05/08,99,75,14.8,9.9
91107,2015/05/09,99,74,16.1,9.5
91107,2015/05/10,99,70,14.1,7.9
91107,2015/05/11,99,64,13.6,5.2
91107,2015/05/12,99,73,11.8,5.6
91107,2015/05/13,96,64,11.7,2.5
91107,2015/05/14,88,61,16,9.3
91107,2015/05/15,99,56,17,4.4
91107,2015/05/16,99,65,15.2,4
91107,2015/05/17,99,75,14.9,0.5
91107,2015/05/18,100,79,14.9,2
91107,2015/05/19,100,87,14.4,9.6
91107,2015/05/20,100,81,14.1,6.7
91107,2015/05/21,99,61,13.7,5.9
91107,2015/05/22,99,60,12.2,2.1
91107,2015/05/23,99,54,15.1,0
91107,2015/05/24,99,72,11.8,-1.5
91107,2015/05/25,99,78,14,4.4
91107,2015/05/26,100,72,16.4,2.5
91107,2015/05/27,100,85,14.9,5.2
91107,2015/05/28,100,77,15.6,7.9
91107,2015/05/29,99,64,13.4,2.6
91107,2015/05/30,99,75,13.4,6.9
91107,2015/05/31,99,66,11.9,1
91107,2015/06/01,99,64,9.5,-1.1
91107,2015/06/02,99,55,11.8,-1.3
91107,2015/06/03,99,62,11.6,-0.9
91107,2015/06/04,99,67,11.4,0.1
91107,2015/06/05,100,83,11.6,5.2
91107,2015/06/06,100,94,15,7.8
91107,2015/06/07,99,81,15.5,11.5
91107,2015/06/08,99,80,14.2,9.1
91107,2015/06/09,95,73,10.7,4.4
91107,2015/06/10,99,74,11.5,0.7
91107,2015/06/11,99,65,13.9,1.1
91107,2015/06/12,99,61,13.3,-0.2
91107,2015/06/13,100,76,13.3,4.5
91107,2015/06/14,100,96,11.6,8.5
91107,2015/06/15,100,85,12.4,10.1
91107,2015/06/16,99,84,12.5,11.4
91107,2015/06/17,100,69,14.4,6.4
91107,2015/06/18,99,48,10.9,1.2
91107,2015/06/19,99,58,10,-1.1
91107,2015/06/20,99,61,10,-2.3
91107,2015/06/21,99,59,10.2,-3
91107,2015/06/22,99,68,12.6,2.9
91107,2015/06/23,99,74,14.2,9.7
91107,2015/06/24,99,86,13.6,9
91107,2015/06/25,99,76,14.2,3.6
91107,2015/06/26,100,73,14.7,8
91107,2015/06/27,99,70,14.5,9.7
91107,2015/06/28,99,74,14.9,7.2
91107,2015/06/29,100,70,14.7,3.7
91107,2015/06/30,99,72,13.7,1.1
91107,2015/07/01,100,70,13.5,0.9
91107,2015/07/02,99,62,9.8,2.5
91107,2015/07/03,99,72,11.5,-1.2
91107,2015/07/04,100,72,13.9,5.2
91107,2015/07/05,100,94,12.9,5.7
91107,2015/07/06,100,66,10.4,2
91107,2015/07/07,99,59,9.7,-1.9
91107,2015/07/08,99,80,9.5,-1.2
91107,2015/07/09,100,90,12.8,6.8
91107,2015/07/10,99,77,13.1,9.7
91107,2015/07/11,99,82,13.8,8.6
91107,2015/07/12,99,64,15,6.7
91107,2015/07/13,91,61,11.7,6.5
91107,2015/07/14,99,67,9.1,4.2
91107,2015/07/15,99,58,10.4,2
91107,2015/07/16,99,67,9.4,-0.8
91107,2015/07/17,99,54,11.2,-1
91107,2015/07/18,99,53,10.7,-2.1
91107,2015/07/19,99,75,10.3,-2.7
91107,2015/07/20,99,63,10.8,5.9
91107,2015/07/21,98,70,13.5,7.1
91107,2015/07/22,99,62,14.2,2.8
91107,2015/07/23,100,82,12.9,0.9
91107,2015/07/24,100,83,12.5,4.9
91107,2015/07/25,100,67,12.2,4.1
91107,2015/07/26,96,74,8.2,5.1
91107,2015/07/27,99,72,12.2,2.8
91107,2015/07/28,99,79,13.5,5.8
91107,2015/07/29,100,84,11.5,1.4
91107,2015/07/30,99,71,12.4,6.1
91107,2015/07/31,99,69,11.1,0
91107,2015/08/01,99,66,10.4,2.3
91107,2015/08/02,99,81,10.6,2.2
91107,2015/08/03,99,68,7.7,0.9
91107,2015/08/04,99,77,10.6,-1.9
91107,2015/08/05,99,72,7.7,1.5
91107,2015/08/06,99,69,12.2,-1.2
91107,2015/08/07,100,54,13.9,-0.2
91107,2015/08/08,99,71,10.6,-0.4
91107,2015/08/09,100,88,11.4,3.1
91107,2015/08/10,100,79,11,6
91107,2015/08/11,99,72,12.1,6.1
91107,2015/08/12,100,66,14.5,6.8
91107,2015/08/13,99,62,12.3,4.1
91107,2015/08/14,100,63,15.2,4.1
91107,2015/08/15,100,84,10.6,-0.2
91107,2015/08/16,100,77,13.3,6.3
91107,2015/08/17,99,67,8.7,0.5
91107,2015/08/18,99,67,11,-1.8
91107,2015/08/19,99,62,10.2,-1.9
91107,2015/08/20,99,79,10.2,0
91107,2015/08/21,99,77,13.4,8.7
91107,2015/08/22,100,69,15.4,8
91107,2015/08/23,100,61,14.2,5.3
91107,2015/08/24,99,59,11.2,0.7
91107,2015/08/25,99,59,12.5,-0.7
91107,2015/08/26,99,62,12.2,-0.2
91107,2015/08/27,99,68,14.7,8.7
91107,2015/08/28,80,40,12.5,2.3
91107,2015/08/29,85,52,14.2,3.9
91107,2015/08/30,99,45,12.5,-0.3
91107,2015/08/31,99,56,11.7,-1.7
91107,2015/09/01,99,65,12.3,-0.5
91107,2015/09/02,99,77,11.2,-0.1
91107,2015/09/03,99,43,15.8,5
91107,2015/09/04,98,58,14.9,1
91107,2015/09/05,99,48,15.5,3
91107,2015/09/06,100,84,11.8,9.3
91107,2015/09/07,99,72,13.7,8.8
91107,2015/09/08,94,59,15.8,6.2
91107,2015/09/09,99,56,15.6,3.3
91107,2015/09/10,100,59,16.4,5.6
91107,2015/09/11,99,77,13.9,6
91107,2015/09/12,100,73,17.8,5.6
91107,2015/09/13,100,83,14.7,6.7
91107,2015/09/14,100,80,15.9,8.9
91107,2015/09/15,100,64,15.5,6.6
91107,2015/09/16,99,51,14.5,2
91107,2015/09/17,99,62,15.6,3.4
91107,2015/09/18,99,58,13.9,4.2
91107,2015/09/19,100,81,13.3,8
91107,2015/09/20,100,91,14.1,10.6
91107,2015/09/21,99,57,15.3,6.9
91107,2015/09/22,85,42,12.3,5
91107,2015/09/23,95,48,12.3,-0.4
91107,2015/09/24,99,49,14.8,1.7
91107,2015/09/25,100,64,15,2.3
91107,2015/09/26,100,76,13.5,5.2
91107,2015/09/27,100,75,14.2,2.9
91107,2015/09/28,100,86,12.8,9.5
91107,2015/09/29,100,51,16.2,4
91107,2015/09/30,99,46,16.3,3.5
91107,2015/10/01,99,76,14.9,2.6
91107,2015/10/02,99,65,17.8,8.4
91107,2015/10/03,100,35,21.7,5.8
91107,2015/10/04,94,28,22.1,6.6
91107,2015/10/05,100,84,14.9,7.1
91107,2015/10/06,100,51,22.9,7.2
91107,2015/10/07,80,37,17,5.4
91107,2015/10/08,99,0,13.7,0
91107,2015/10/09,97,56,16.9,7.5
91107,2015/10/10,96,73,15.4,8.9
91107,2015/10/11,96,36,20.9,9.7
91107,2015/10/12,85,41,18.8,8.9
91107,2015/10/13,92,62,14,5.9
91107,2015/10/14,94,66,14.9,3.8
91107,2015/10/15,97,68,18.3,7.1
91107,2015/10/16,89,38,20.2,5.7
91107,2015/10/17,96,44,16.8,2.4
91107,2015/10/18,94,48,17.2,2
91107,2015/10/19,93,64,14.1,5.2
91107,2015/10/20,95,76,14,4.4
91107,2015/10/21,95,45,21.5,9.6
91107,2015/10/22,95,49,16.1,8.4
91107,2015/10/23,89,48,15.5,6.8
91107,2015/10/24,90,42,19.8,4.1
91107,2015/10/25,94,69,15.1,7.7
91107,2015/10/26,95,50,17.2,9.5
91107,2015/10/27,90,52,14.2,4.3
91107,2015/10/28,94,58,16.3,2.8
91107,2015/10/29,95,63,16.8,5.1
91107,2015/10/30,94,64,17.7,6.3
91107,2015/10/31,96,76,17.2,13.6
91107,2015/11/01,98,69,16.9,12.7
91107,2015/11/02,91,40,18.6,8.4
91107,2015/11/03,84,57,14.3,7.8
91107,2015/11/04,78,56,15,9.1
91107,2015/11/05,97,71,16.9,14.3
91107,2015/11/06,98,47,24.4,11.9
91107,2015/11/07,93,39,20.7,8.2
91107,2015/11/08,95,54,18.1,6.9
91107,2015/11/09,96,64,19.8,5.7
91107,2015/11/10,84,33,19.6,11.3
91107,2015/11/11,78,56,16.2,11.1
91107,2015/11/12,95,66,18.1,10.6
91107,2015/11/13,94,31,21.3,11
91107,2015/11/14,95,35,21,5.9
91107,2015/11/15,95,63,17.9,9.4
91107,2015/11/16,96,47,19.6,5.9
91107,2015/11/17,97,62,19.7,8.8
91107,2015/11/18,87,46,22.3,12.4
91107,2015/11/19,89,42,21,12.5
91107,2015/11/20,94,54,19.7,11
91107,2015/11/21,84,45,18.4,9.9
91107,2015/11/22,87,45,20.3,7.9
91107,2015/11/23,91,50,19.5,11.1
91107,2015/11/24,87,58,18.6,11.8
91107,2015/11/25,93,59,18,11.7
91107,2015/11/26,88,49,13.3,6.7
91107,2015/11/27,89,43,17,6.4
91107,2015/11/28,89,52,20.4,9.5
91107,2015/11/29,93,46,19.9,8.9
91107,2015/11/30,96,67,17.1,3.8
91107,2015/12/01,94,44,17.4,8
91107,2015/12/02,86,40,16.6,5.3
91107,2015/12/03,93,48,21,8.6
91107,2015/12/04,91,49,23.5,7.5
91107,2015/12/05,92,70,19.1,13.2
91107,2015/12/06,83,62,18.2,14
91107,2015/12/07,90,60,19.3,13.9
91107,2015/12/08,94,62,20.6,13.9
91107,2015/12/09,81,39,20.7,11.6
91107,2015/12/10,92,57,19,8.7
91107,2015/12/11,95,43,16.8,6.5
91107,2015/12/12,87,43,16.8,5.8
91107,2015/12/13,87,48,18.5,7.4
91107,2015/12/14,90,38,23.8,6.6
91107,2015/12/15,90,57,20.6,12.1
91107,2015/12/16,95,57,21.9,10.3
91107,2015/12/17,92,59,23.4,14.8
91107,2015/12/18,92,62,24,15.4
91107,2015/12/19,96,63,23.3,12.6
91107,2015/12/20,89,44,29.4,14.4
91107,2015/12/21,83,31,20.5,11.9
91107,2015/12/22,81,55,19.5,11.9
91107,2015/12/23,88,55,20,11.8
91107,2015/12/24,94,59,22.6,8.2
91107,2015/12/25,84,67,22.3,17.8
91107,2015/12/26,96,47,19.1,10.5
91107,2015/12/27,93,35,20.2,4.5
91107,2015/12/28,87,46,21.1,6.7
91107,2015/12/29,88,23,28.1,8.1
91107,2015/12/30,91,64,20.4,13
91107,2015/12/31,93,59,23.7,10.4
91107,2016/01/01,94,55,25.1,15.1
91107,2016/01/02,90,48,21.9,15.3
91107,2016/01/03,74,42,21.8,14
91107,2016/01/04,66,49,21,12.6
91107,2016/01/05,79,59,19.2,15
91107,2016/01/06,90,41,23.9,11.9
91107,2016/01/07,90,28,26.1,11.5
91107,2016/01/08,78,30,27.4,12.7
91107,2016/01/09,72,11,30.8,11.9
91107,2016/01/10,88,56,21.9,14.6
91107,2016/01/11,96,30,25.6,8.7
91107,2016/01/12,94,43,22.7,10.5
91107,2016/01/13,89,61,23.1,18.4
91107,2016/01/14,90,32,20.1,8.8
91107,2016/01/15,90,39,19.4,3.3
91107,2016/01/16,91,48,22,8.7
91107,2016/01/17,95,58,21.6,7.4
91107,2016/01/18,93,65,23.1,16.2
91107,2016/01/19,96,24,29.4,13
91107,2016/01/20,74,34,26.3,16
91107,2016/01/21,79,29,25,9.7
91107,2016/01/22,76,37,24.9,12.7
91107,2016/01/23,84,37,24.9,12.7
91107,2016/01/24,87,35,26.5,10.8
91107,2016/01/25,77,54,22.1,14.5
91107,2016/01/26,80,53,21.1,14.2
91107,2016/01/27,89,54,21.4,15.8
91107,2016/01/28,95,78,20.4,17.6
91107,2016/01/29,94,63,22.9,13.9
91107,2016/01/30,96,64,21.6,17.7
91107,2016/01/31,89,59,23.8,16.8
91107,2016/02/01,96,45,27.2,14.7
91107,2016/02/02,93,70,22.7,17.2
91107,2016/02/03,92,36,24,13.9
91107,2016/02/04,89,49,24,12.8
91107,2016/02/05,94,65,23,14
91107,2016/02/06,87,61,21.9,16.7
91107,2016/02/07,90,64,23.1,15.1
91107,2016/02/08,94,30,28.2,12.9
91107,2016/02/09,89,59,22.8,14.5
91107,2016/02/10,94,37,25.7,10.6
91107,2016/02/11,94,36,24,9.6
91107,2016/02/12,91,62,22.1,13.1
91107,2016/02/13,93,39,26.8,12.6
91107,2016/02/14,92,37,22,9.2
91107,2016/02/15,93,48,20.2,6.1
91107,2016/02/16,86,42,16.7,6.9
91107,2016/02/17,88,45,21.8,10.9
91107,2016/02/18,90,41,26.3,11.1
91107,2016/02/19,89,31,20.4,9.7
91107,2016/02/20,93,44,21.6,5.4
91107,2016/02/21,93,60,20.9,6.4
91107,2016/02/22,95,70,22.7,14.6
91107,2016/02/23,96,54,24.7,13.7
91107,2016/02/24,96,87,19,14.8
91107,2016/02/25,96,57,20.3,14.9
91107,2016/02/26,87,48,21,13.5
91107,2016/02/27,89,52,23.3,13.9
91107,2016/02/28,86,41,24,14.5
91107,2016/02/29,89,73,18.6,15.1
91107,2016/03/01,94,72,21.1,16.9
91107,2016/03/02,97,46,25.8,15
91107,2016/03/03,93,56,21.8,11.6
91107,2016/03/04,94,66,21.3,13.6
91107,2016/03/05,95,31,29.2,12.8
91107,2016/03/06,90,63,21.6,16.2
91107,2016/03/07,95,58,22.7,15.4
91107,2016/03/08,94,76,19.8,17.3
91107,2016/03/09,95,49,24.9,13.6
91107,2016/03/10,95,69,18.7,9.2
91107,2016/03/11,93,68,23.6,16.1
91107,2016/03/12,96,61,25.3,15
91107,2016/03/13,94,71,20.5,13.8
91107,2016/03/14,93,59,22.1,12.4
91107,2016/03/15,65,43,19.5,13.2
91107,2016/03/16,72,53,19.7,14
91107,2016/03/17,88,67,21.1,17
91107,2016/03/18,94,56,20,11.5
91107,2016/03/19,84,37,18.8,8.5
91107,2016/03/20,90,49,18.7,5.4
91107,2016/03/21,94,62,19,6.9
91107,2016/03/22,96,72,18.9,9.5
91107,2016/03/23,97,51,21.2,8.7
91107,2016/03/24,89,36,22.5,7.8
91107,2016/03/25,93,60,19.3,6.5
91107,2016/03/26,96,49,20.5,7.6
91107,2016/03/27,96,39,18.2,4.1
91107,2016/03/28,95,45,17.3,4.3
91107,2016/03/29,94,52,18.7,3.7
91107,2016/03/30,88,43,20.4,8.4
91107,2016/03/31,93,72,20.2,7
91107,2016/04/01,93,68,20.6,14.6
91107,2016/04/02,91,46,18.3,9.1
91107,2016/04/03,95,50,16.9,4.7
91107,2016/04/04,96,62,17.2,6.7
91107,2016/04/05,91,50,22.3,11.5
91107,2016/04/06,91,47,17.1,5.3
91107,2016/04/07,96,60,16.3,3.3
91107,2016/04/08,96,58,19.8,6.7
91107,2016/04/09,98,52,19.8,8.6
91107,2016/04/10,91,53,19.6,12.3
91107,2016/04/11,87,56,17.1,11.2
91107,2016/04/12,96,40,19.6,6.8
91107,2016/04/13,96,61,17.8,6.5
91107,2016/04/14,94,69,17.4,11.2
91107,2016/04/15,98,59,18.9,7.3
91107,2016/04/16,97,50,15.7,6.1
91107,2016/04/17,94,54,16.7,6
91107,2016/04/18,97,74,17.7,3.7
91107,2016/04/19,99,61,20.5,6.3
91107,2016/04/20,97,61,18.5,6.4
91107,2016/04/21,96,73,18.8,10.6
91107,2016/04/22,89,49,16.6,7.1
91107,2016/04/23,97,30,20.1,3.6
91107,2016/04/24,94,40,18.9,3.5
91107,2016/04/25,96,68,17.6,4.3
91107,2016/04/26,98,77,18.3,5.6
91107,2016/04/27,98,59,21,6
91107,2016/04/28,96,64,20.5,13
91107,2016/04/29,97,86,16.9,10
91107,2016/04/30,99,81,19.4,8.8
91107,2016/05/01,98,70,18.4,8.1
91107,2016/05/02,96,64,16.8,6.2
91107,2016/05/03,93,66,16.9,6.9
